	x
2113	ENSG00000172346_ENSG00000100418
2114	ENSG00000172346_ENSG00000200332
2115	ENSG00000172346_ENSG00000100138
2116	ENSG00000006530_ENSG00000244701
2117	ENSG00000166451_ENSG00000260213
2118	ENSG00000261061_ENSG00000260213
2119	ENSG00000160791_ENSG00000223552
2120	ENSG00000042317_ENSG00000070778
2121	ENSG00000260824_ENSG00000178761
2122	ENSG00000119718_ENSG00000258646
2123	ENSG00000236094_ENSG00000224743
2124	ENSG00000102802_ENSG00000224743
2125	ENSG00000175664_ENSG00000224743
2126	ENSG00000176894_ENSG00000177084
2127	ENSG00000256632_ENSG00000177084
2128	ENSG00000247077_ENSG00000177084
2129	ENSG00000256108_ENSG00000177084
2130	ENSG00000232888_ENSG00000177084
2131	ENSG00000214756_ENSG00000162194
2132	ENSG00000206597_ENSG00000162194
2133	ENSG00000204922_ENSG00000162194
2134	ENSG00000150337_ENSG00000233030
2135	ENSG00000261879_ENSG00000161929
2136	ENSG00000261879_ENSG00000263164
2137	ENSG00000169282_ENSG00000242017
2138	ENSG00000169282_ENSG00000242537
2139	ENSG00000169282_ENSG00000227709
2140	ENSG00000169282_ENSG00000240596
2141	ENSG00000169282_ENSG00000242370
2142	ENSG00000100767_ENSG00000258944
2143	ENSG00000224383_ENSG00000264954
2144	ENSG00000224383_ENSG00000108622
2145	ENSG00000266642_ENSG00000167536
2146	ENSG00000266929_ENSG00000266962
2147	ENSG00000136842_ENSG00000228174
2148	ENSG00000136842_ENSG00000136925
2149	ENSG00000100031_ENSG00000178026
2150	ENSG00000100104_ENSG00000100109
2151	ENSG00000224032_ENSG00000129595
2152	ENSG00000186812_ENSG00000186814
2153	ENSG00000130255_ENSG00000174917
2154	ENSG00000130255_ENSG00000196365
2155	ENSG00000101945_ENSG00000232828
2156	ENSG00000162526_ENSG00000225828
2157	ENSG00000005189_ENSG00000196678
2158	ENSG00000200893_ENSG00000196678
2159	ENSG00000102897_ENSG00000196678
2160	ENSG00000146856_ENSG00000122783
2161	ENSG00000223500_ENSG00000122783
2162	ENSG00000164687_ENSG00000254027
2163	ENSG00000116977_ENSG00000223776
2164	ENSG00000169314_ENSG00000250479
2165	ENSG00000261359_ENSG00000103490
2166	ENSG00000170485_ENSG00000223947
2167	ENSG00000147316_ENSG00000246089
2168	ENSG00000147316_ENSG00000253550
2169	ENSG00000147316_ENSG00000091879
2170	ENSG00000147316_ENSG00000249898
2171	ENSG00000187634_ENSG00000188976
2172	ENSG00000244036_ENSG00000207184
2173	ENSG00000244036_ENSG00000263557
2174	ENSG00000244036_ENSG00000091732
2175	ENSG00000141198_ENSG00000166260
2176	ENSG00000178430_ENSG00000126602
2177	ENSG00000259354_ENSG00000104154
2178	ENSG00000259597_ENSG00000104154
2179	ENSG00000179362_ENSG00000104154
2180	ENSG00000267191_ENSG00000124459
2181	ENSG00000100441_ENSG00000139899
2182	ENSG00000197774_ENSG00000162032
2183	ENSG00000167264_ENSG00000167261
2184	ENSG00000167264_ENSG00000262962
2185	ENSG00000167264_ENSG00000263201
2186	ENSG00000167264_ENSG00000202336
2187	ENSG00000167264_ENSG00000182810
2188	ENSG00000167264_ENSG00000221789
2189	ENSG00000102007_ENSG00000012211
2190	ENSG00000067606_ENSG00000162585
2191	ENSG00000103064_ENSG00000252026
2192	ENSG00000267542_ENSG00000141141
2193	ENSG00000172794_ENSG00000264659
2194	ENSG00000172794_ENSG00000186074
2195	ENSG00000172794_ENSG00000266036
2196	ENSG00000224533_ENSG00000185973
2197	ENSG00000236841_ENSG00000078098
2198	ENSG00000158483_ENSG00000248671
2199	ENSG00000166135_ENSG00000075826
2200	ENSG00000166135_ENSG00000255339
2201	ENSG00000166135_ENSG00000166136
2202	ENSG00000198042_ENSG00000129696
2203	ENSG00000239039_ENSG00000129696
2204	ENSG00000141568_ENSG00000261845
2205	ENSG00000130714_ENSG00000230289
2206	ENSG00000161328_ENSG00000185522
2207	ENSG00000254815_ENSG00000185522
2208	ENSG00000099849_ENSG00000185522
2209	ENSG00000100722_ENSG00000165521
2210	ENSG00000179837_ENSG00000145041
2211	ENSG00000152078_ENSG00000226026
2212	ENSG00000176124_ENSG00000186047
2213	ENSG00000237152_ENSG00000186047
2214	ENSG00000236559_ENSG00000171552
2215	ENSG00000267416_ENSG00000261040
2216	ENSG00000159884_ENSG00000137135
2217	ENSG00000243136_ENSG00000137135
2218	ENSG00000107159_ENSG00000137135
2219	ENSG00000000460_ENSG00000000457
2220	ENSG00000223388_ENSG00000164707
2221	ENSG00000243317_ENSG00000164707
2222	ENSG00000129038_ENSG00000261801
2223	ENSG00000129255_ENSG00000233223
2224	ENSG00000129255_ENSG00000129194
2225	ENSG00000129255_ENSG00000129245
2226	ENSG00000115841_ENSG00000235848
2227	ENSG00000205890_ENSG00000162069
2228	ENSG00000258555_ENSG00000178803
2229	ENSG00000128271_ENSG00000178803
2230	ENSG00000100024_ENSG00000178803
2231	ENSG00000132603_ENSG00000260371
2232	ENSG00000160602_ENSG00000265073
2233	ENSG00000243410_ENSG00000163636
2234	ENSG00000125970_ENSG00000228265
2235	ENSG00000100365_ENSG00000183822
2236	ENSG00000267548_ENSG00000168259
2237	ENSG00000170145_ENSG00000137713
2238	ENSG00000260037_ENSG00000066933
2239	ENSG00000149100_ENSG00000186714
2240	ENSG00000244535_ENSG00000186714
2241	ENSG00000180113_ENSG00000242973
2242	ENSG00000153291_ENSG00000242973
2243	ENSG00000144554_ENSG00000163705
2244	ENSG00000169032_ENSG00000174446
2245	ENSG00000255644_ENSG00000121361
2246	ENSG00000102910_ENSG00000121270
2247	ENSG00000102910_ENSG00000240793
2248	ENSG00000102910_ENSG00000196470
2249	ENSG00000131788_ENSG00000186364
2250	ENSG00000105877_ENSG00000164649
2251	ENSG00000100473_ENSG00000258525
2252	ENSG00000100473_ENSG00000196792
2253	ENSG00000244186_ENSG00000198947
2254	ENSG00000118900_ENSG00000140632
2255	ENSG00000257433_ENSG00000111405
2256	ENSG00000257433_ENSG00000079337
2257	ENSG00000228204_ENSG00000201133
2258	ENSG00000228204_ENSG00000106078
2259	ENSG00000133597_ENSG00000240889
2260	ENSG00000251314_ENSG00000118985
2261	ENSG00000251314_ENSG00000250955
2262	ENSG00000251314_ENSG00000213716
2263	ENSG00000251314_ENSG00000206997
2264	ENSG00000251314_ENSG00000249746
2265	ENSG00000251314_ENSG00000175426
2266	ENSG00000251314_ENSG00000238518
2267	ENSG00000135249_ENSG00000185055
2268	ENSG00000182224_ENSG00000183011
2269	ENSG00000170004_ENSG00000183011
2270	ENSG00000229111_ENSG00000136146
2271	ENSG00000164068_ENSG00000173531
2272	ENSG00000164068_ENSG00000176020
2273	ENSG00000164068_ENSG00000173540
2274	ENSG00000227627_ENSG00000112031
2275	ENSG00000237515_ENSG00000262116
2276	ENSG00000054282_ENSG00000117020
2277	ENSG00000236031_ENSG00000117020
2278	ENSG00000143450_ENSG00000143436
2279	ENSG00000143450_ENSG00000249602
2280	ENSG00000143450_ENSG00000182134
2281	ENSG00000225376_ENSG00000165152
2282	ENSG00000184608_ENSG00000199368
2283	ENSG00000184608_ENSG00000154319
2284	ENSG00000244468_ENSG00000244162
2285	ENSG00000244468_ENSG00000163762
2286	ENSG00000231792_ENSG00000234741
2287	ENSG00000226434_ENSG00000197582
2288	ENSG00000103888_ENSG00000208003
2289	ENSG00000103888_ENSG00000259649
2290	ENSG00000103888_ENSG00000117899
2291	ENSG00000257042_ENSG00000087494
2292	ENSG00000172977_ENSG00000172922
2293	ENSG00000255308_ENSG00000129170
2294	ENSG00000255308_ENSG00000129173
2295	ENSG00000255308_ENSG00000254544
2296	ENSG00000180376_ENSG00000163946
2297	ENSG00000265907_ENSG00000101577
2298	ENSG00000121957_ENSG00000121940
2299	ENSG00000172613_ENSG00000172531
2300	ENSG00000175463_ENSG00000172531
2301	ENSG00000172508_ENSG00000172531
2302	ENSG00000255698_ENSG00000172531
2303	ENSG00000148180_ENSG00000235865
2304	ENSG00000173209_ENSG00000115464
2305	ENSG00000178460_ENSG00000245910
2306	ENSG00000188820_ENSG00000244158
2307	ENSG00000253552_ENSG00000105997
2308	ENSG00000253552_ENSG00000197576
2309	ENSG00000082146_ENSG00000115993
2310	ENSG00000082146_ENSG00000213090
2311	ENSG00000120254_ENSG00000223598
2312	ENSG00000219747_ENSG00000223598
2313	ENSG00000238616_ENSG00000223598
2314	ENSG00000107185_ENSG00000215183
2315	ENSG00000257529_ENSG00000102393
2316	ENSG00000168256_ENSG00000187595
2317	ENSG00000126603_ENSG00000262712
2318	ENSG00000118482_ENSG00000188107
2319	ENSG00000218813_ENSG00000188107
2320	ENSG00000236345_ENSG00000188107
2321	ENSG00000219653_ENSG00000188107
2322	ENSG00000232120_ENSG00000188107
2323	ENSG00000221312_ENSG00000188107
2324	ENSG00000256352_ENSG00000188107
2325	ENSG00000214558_ENSG00000188107
2326	ENSG00000230672_ENSG00000188107
2327	ENSG00000132819_ENSG00000218018
2328	ENSG00000224093_ENSG00000137936
2329	ENSG00000211575_ENSG00000137936
2330	ENSG00000108961_ENSG00000125434
2331	ENSG00000253356_ENSG00000147465
2332	ENSG00000253356_ENSG00000175324
2333	ENSG00000166833_ENSG00000254453
2334	ENSG00000257022_ENSG00000069431
2335	ENSG00000187720_ENSG00000225362
2336	ENSG00000187720_ENSG00000261746
2337	ENSG00000187720_ENSG00000259964
2338	ENSG00000187720_ENSG00000259781
2339	ENSG00000187720_ENSG00000212664
2340	ENSG00000214049_ENSG00000267308
2341	ENSG00000266120_ENSG00000252112
2342	ENSG00000266120_ENSG00000108578
2343	ENSG00000258457_ENSG00000100802
2344	ENSG00000112137_ENSG00000145979
2345	ENSG00000172613_ENSG00000253024
2346	ENSG00000134452_ENSG00000232807
2347	ENSG00000068796_ENSG00000086189
2348	ENSG00000244165_ENSG00000130811
2349	ENSG00000229732_ENSG00000171401
2350	ENSG00000137822_ENSG00000243871
2351	ENSG00000137822_ENSG00000260821
2352	ENSG00000224298_ENSG00000006075
2353	ENSG00000068305_ENSG00000214397
2354	ENSG00000176208_ENSG00000265334
2355	ENSG00000176208_ENSG00000263531
2356	ENSG00000137310_ENSG00000204531
2357	ENSG00000234936_ENSG00000115970
2358	ENSG00000236051_ENSG00000005810
2359	ENSG00000227933_ENSG00000137101
2360	ENSG00000107140_ENSG00000137101
2361	ENSG00000231393_ENSG00000137101
2362	ENSG00000263843_ENSG00000125454
2363	ENSG00000103274_ENSG00000166676
2364	ENSG00000136040_ENSG00000173588
2365	ENSG00000244391_ENSG00000173588
2366	ENSG00000261317_ENSG00000177946
2367	ENSG00000234477_ENSG00000108244
2368	ENSG00000234477_ENSG00000196859
2369	ENSG00000183682_ENSG00000182109
2370	ENSG00000229065_ENSG00000158169
2371	ENSG00000223849_ENSG00000158169
2372	ENSG00000230221_ENSG00000158169
2373	ENSG00000256448_ENSG00000054965
2374	ENSG00000156273_ENSG00000171189
2375	ENSG00000183653_ENSG00000171189
2376	ENSG00000174680_ENSG00000171189
2377	ENSG00000256751_ENSG00000070019
2378	ENSG00000214772_ENSG00000070019
2379	ENSG00000131828_ENSG00000180815
2380	ENSG00000202144_ENSG00000180815
2381	ENSG00000103522_ENSG00000259954
2382	ENSG00000197779_ENSG00000224401
2383	ENSG00000197779_ENSG00000147118
2384	ENSG00000197779_ENSG00000221994
2385	ENSG00000258425_ENSG00000119681
2386	ENSG00000237291_ENSG00000232274
2387	ENSG00000232336_ENSG00000232274
2388	ENSG00000230850_ENSG00000232274
2389	ENSG00000265661_ENSG00000232274
2390	ENSG00000147536_ENSG00000253133
2391	ENSG00000158669_ENSG00000253133
2392	ENSG00000222046_ENSG00000160055
2393	ENSG00000239665_ENSG00000227474
2394	ENSG00000246283_ENSG00000128881
2395	ENSG00000238258_ENSG00000099250
2396	ENSG00000185127_ENSG00000130024
2397	ENSG00000252796_ENSG00000163683
2398	ENSG00000184445_ENSG00000196917
2399	ENSG00000255730_ENSG00000077348
2400	ENSG00000154146_ENSG00000255045
2401	ENSG00000123096_ENSG00000123095
2402	ENSG00000123096_ENSG00000256894
2403	ENSG00000078814_ENSG00000100991
2404	ENSG00000118292_ENSG00000117362
2405	ENSG00000234188_ENSG00000123500
2406	ENSG00000260167_ENSG00000261588
2407	ENSG00000260167_ENSG00000156853
2408	ENSG00000158467_ENSG00000238072
2409	ENSG00000121350_ENSG00000256021
2410	ENSG00000121350_ENSG00000004700
2411	ENSG00000139182_ENSG00000256967
2412	ENSG00000171017_ENSG00000214248
2413	ENSG00000177699_ENSG00000058335
2414	ENSG00000229618_ENSG00000237713
2415	ENSG00000108797_ENSG00000267765
2416	ENSG00000160401_ENSG00000248666
2417	ENSG00000160401_ENSG00000187024
2418	ENSG00000160401_ENSG00000242194
2419	ENSG00000182132_ENSG00000145936
2420	ENSG00000182132_ENSG00000253858
2421	ENSG00000182132_ENSG00000253591
2422	ENSG00000226576_ENSG00000264800
2423	ENSG00000226576_ENSG00000165633
2424	ENSG00000230955_ENSG00000204084
2425	ENSG00000122435_ENSG00000122477
2426	ENSG00000196227_ENSG00000132825
2427	ENSG00000106688_ENSG00000106686
2428	ENSG00000224116_ENSG00000236310
2429	ENSG00000224116_ENSG00000122641
2430	ENSG00000253309_ENSG00000266072
2431	ENSG00000253309_ENSG00000102786
2432	ENSG00000214106_ENSG00000157212
2433	ENSG00000187699_ENSG00000198130
2434	ENSG00000205808_ENSG00000106686
2435	ENSG00000225893_ENSG00000106686
2436	ENSG00000236017_ENSG00000169093
2437	ENSG00000232692_ENSG00000166265
2438	ENSG00000235123_ENSG00000171587
2439	ENSG00000207147_ENSG00000171587
2440	ENSG00000221396_ENSG00000171587
2441	ENSG00000100314_ENSG00000100319
2442	ENSG00000228109_ENSG00000163975
2443	ENSG00000120594_ENSG00000238246
2444	ENSG00000237525_ENSG00000235770
2445	ENSG00000230838_ENSG00000235770
2446	ENSG00000261938_ENSG00000188827
2447	ENSG00000156976_ENSG00000263826
2448	ENSG00000140274_ENSG00000140279
2449	ENSG00000140274_ENSG00000140254
2450	ENSG00000223960_ENSG00000180228
2451	ENSG00000204311_ENSG00000180228
2452	ENSG00000086712_ENSG00000102054
2453	ENSG00000187010_ENSG00000117616
2454	ENSG00000187010_ENSG00000224183
2455	ENSG00000162643_ENSG00000055732
2456	ENSG00000259933_ENSG00000008710
2457	ENSG00000259933_ENSG00000261123
2458	ENSG00000108788_ENSG00000131470
2459	ENSG00000234818_ENSG00000115761
2460	ENSG00000262227_ENSG00000196388
2461	ENSG00000248487_ENSG00000114779
2462	ENSG00000243989_ENSG00000114779
2463	ENSG00000114786_ENSG00000114779
2464	ENSG00000166439_ENSG00000264095
2465	ENSG00000229230_ENSG00000126005
2466	ENSG00000020181_ENSG00000104221
2467	ENSG00000258839_ENSG00000259006
2468	ENSG00000256390_ENSG00000259006
2469	ENSG00000198211_ENSG00000259006
2470	ENSG00000106546_ENSG00000237773
2471	ENSG00000165275_ENSG00000255872
2472	ENSG00000165275_ENSG00000107371
2473	ENSG00000179564_ENSG00000214706
2474	ENSG00000229729_ENSG00000163320
2475	ENSG00000175105_ENSG00000163320
2476	ENSG00000179021_ENSG00000163320
2477	ENSG00000186834_ENSG00000224505
2478	ENSG00000168517_ENSG00000224505
2479	ENSG00000228437_ENSG00000238042
2480	ENSG00000157306_ENSG00000213983
2481	ENSG00000032219_ENSG00000258658
2482	ENSG00000142494_ENSG00000262769
2483	ENSG00000228983_ENSG00000262769
2484	ENSG00000177406_ENSG00000171840
2485	ENSG00000255825_ENSG00000171840
2486	ENSG00000257005_ENSG00000249753
2487	ENSG00000118600_ENSG00000249753
2488	ENSG00000171914_ENSG00000259370
2489	ENSG00000240591_ENSG00000184708
2490	ENSG00000255680_ENSG00000166340
2491	ENSG00000123353_ENSG00000135392
2492	ENSG00000165409_ENSG00000100629
2493	ENSG00000165409_ENSG00000258999
2494	ENSG00000204584_ENSG00000176358
2495	ENSG00000231226_ENSG00000204616
2496	ENSG00000072694_ENSG00000231586
2497	ENSG00000072694_ENSG00000162747
2498	ENSG00000072694_ENSG00000231813
2499	ENSG00000072694_ENSG00000234211
2500	ENSG00000166333_ENSG00000254400
2501	ENSG00000114529_ENSG00000174500
2502	ENSG00000130921_ENSG00000051825
2503	ENSG00000130921_ENSG00000235423
2504	ENSG00000100330_ENSG00000099999
2505	ENSG00000100003_ENSG00000099999
2506	ENSG00000249590_ENSG00000099999
2507	ENSG00000222915_ENSG00000099999
2508	ENSG00000240254_ENSG00000121578
2509	ENSG00000154099_ENSG00000103168
2510	ENSG00000255476_ENSG00000133812
2511	ENSG00000255476_ENSG00000252568
2512	ENSG00000176681_ENSG00000228696
2513	ENSG00000128245_ENSG00000128254
2514	ENSG00000166263_ENSG00000166260
2515	ENSG00000004961_ENSG00000047648
2516	ENSG00000125363_ENSG00000047648
2517	ENSG00000119723_ENSG00000187097
2518	ENSG00000101230_ENSG00000089123
2519	ENSG00000236811_ENSG00000089123
2520	ENSG00000167257_ENSG00000186318
2521	ENSG00000110274_ENSG00000186318
2522	ENSG00000239801_ENSG00000174839
2523	ENSG00000119673_ENSG00000258524
2524	ENSG00000224541_ENSG00000142192
2525	ENSG00000265794_ENSG00000108666
2526	ENSG00000265794_ENSG00000263749
2527	ENSG00000204174_ENSG00000250469
2528	ENSG00000060558_ENSG00000267551
2529	ENSG00000171817_ENSG00000180479
2530	ENSG00000171817_ENSG00000120784
2531	ENSG00000267470_ENSG00000180458
2532	ENSG00000267470_ENSG00000180479
2533	ENSG00000266541_ENSG00000154845
2534	ENSG00000013503_ENSG00000257545
2535	ENSG00000111783_ENSG00000257545
2536	ENSG00000111785_ENSG00000257545
2537	ENSG00000197142_ENSG00000232934
2538	ENSG00000124104_ENSG00000101473
2539	ENSG00000267040_ENSG00000081923
2540	ENSG00000202159_ENSG00000081923
2541	ENSG00000264266_ENSG00000130816
2542	ENSG00000187726_ENSG00000255847
2543	ENSG00000068793_ENSG00000140157
2544	ENSG00000267735_ENSG00000105612
2545	ENSG00000248388_ENSG00000150630
2546	ENSG00000226440_ENSG00000112769
2547	ENSG00000226440_ENSG00000216663
2548	ENSG00000127831_ENSG00000135913
2549	ENSG00000259939_ENSG00000153048
2550	ENSG00000255158_ENSG00000177030
2551	ENSG00000135972_ENSG00000231851
2552	ENSG00000148702_ENSG00000197893
2553	ENSG00000198963_ENSG00000224825
2554	ENSG00000099622_ENSG00000267493
2555	ENSG00000006530_ENSG00000261570
2556	ENSG00000235531_ENSG00000264576
2557	ENSG00000235531_ENSG00000178860
2558	ENSG00000235531_ENSG00000104321
2559	ENSG00000213190_ENSG00000242557
2560	ENSG00000166997_ENSG00000242798
2561	ENSG00000214309_ENSG00000242798
2562	ENSG00000257715_ENSG00000111144
2563	ENSG00000261373_ENSG00000075399
2564	ENSG00000103599_ENSG00000259673
2565	ENSG00000189227_ENSG00000259673
2566	ENSG00000230055_ENSG00000200115
2567	ENSG00000230055_ENSG00000056661
2568	ENSG00000204792_ENSG00000236209
2569	ENSG00000040531_ENSG00000262903
2570	ENSG00000123454_ENSG00000225756
2571	ENSG00000249379_ENSG00000001084
2572	ENSG00000158805_ENSG00000075399
2573	ENSG00000130175_ENSG00000198003
2574	ENSG00000164975_ENSG00000164985
2575	ENSG00000111203_ENSG00000053702
2576	ENSG00000214128_ENSG00000105929
2577	ENSG00000214128_ENSG00000122778
2578	ENSG00000188738_ENSG00000226747
2579	ENSG00000188738_ENSG00000231646
2580	ENSG00000240225_ENSG00000018869
2581	ENSG00000267781_ENSG00000018869
2582	ENSG00000267192_ENSG00000018869
2583	ENSG00000065183_ENSG00000155761
2584	ENSG00000103599_ENSG00000103591
2585	ENSG00000150593_ENSG00000214413
2586	ENSG00000126001_ENSG00000230155
2587	ENSG00000246740_ENSG00000188089
2588	ENSG00000225473_ENSG00000127249
2589	ENSG00000182796_ENSG00000123342
2590	ENSG00000110092_ENSG00000149716
2591	ENSG00000164849_ENSG00000257607
2592	ENSG00000086696_ENSG00000261235
2593	ENSG00000263636_ENSG00000261235
2594	ENSG00000227608_ENSG00000150401
2595	ENSG00000115364_ENSG00000226247
2596	ENSG00000115364_ENSG00000005436
2597	ENSG00000204498_ENSG00000213760
2598	ENSG00000168917_ENSG00000239213
2599	ENSG00000259327_ENSG00000069966
2600	ENSG00000204131_ENSG00000201392
2601	ENSG00000204131_ENSG00000242732
2602	ENSG00000184922_ENSG00000233175
2603	ENSG00000136867_ENSG00000119321
2604	ENSG00000158882_ENSG00000143257
2605	ENSG00000112877_ENSG00000171368
2606	ENSG00000151575_ENSG00000138587
2607	ENSG00000127616_ENSG00000266936
2608	ENSG00000266352_ENSG00000266936
2609	ENSG00000139644_ENSG00000161791
2610	ENSG00000198331_ENSG00000110060
2611	ENSG00000133030_ENSG00000225442
2612	ENSG00000133030_ENSG00000179598
2613	ENSG00000133030_ENSG00000264187
2614	ENSG00000133030_ENSG00000154803
2615	ENSG00000158941_ENSG00000147439
2616	ENSG00000234606_ENSG00000166317
2617	ENSG00000234606_ENSG00000251582
2618	ENSG00000234606_ENSG00000172650
2619	ENSG00000234606_ENSG00000242288
2620	ENSG00000232600_ENSG00000160949
2621	ENSG00000165175_ENSG00000238123
2622	ENSG00000228629_ENSG00000186020
2623	ENSG00000233527_ENSG00000186020
2624	ENSG00000161298_ENSG00000186020
2625	ENSG00000265077_ENSG00000196470
2626	ENSG00000259668_ENSG00000104093
2627	ENSG00000152582_ENSG00000248969
2628	ENSG00000267724_ENSG00000167220
2629	ENSG00000235078_ENSG00000182551
2630	ENSG00000188542_ENSG00000144504
2631	ENSG00000142327_ENSG00000144504
2632	ENSG00000255670_ENSG00000111266
2633	ENSG00000257585_ENSG00000259104
2634	ENSG00000144597_ENSG00000249786
2635	ENSG00000256034_ENSG00000175582
2636	ENSG00000134516_ENSG00000204767
2637	ENSG00000238272_ENSG00000162753
2638	ENSG00000238272_ENSG00000183831
2639	ENSG00000204406_ENSG00000115947
2640	ENSG00000204406_ENSG00000212181
2641	ENSG00000204406_ENSG00000224007
2642	ENSG00000255902_ENSG00000160226
2643	ENSG00000232969_ENSG00000160226
2644	ENSG00000168763_ENSG00000163126
2645	ENSG00000122034_ENSG00000203602
2646	ENSG00000253102_ENSG00000108829
2647	ENSG00000008324_ENSG00000093183
2648	ENSG00000114857_ENSG00000093183
2649	ENSG00000213413_ENSG00000160844
2650	ENSG00000244055_ENSG00000242950
2651	ENSG00000244055_ENSG00000127980
2652	ENSG00000182326_ENSG00000111684
2653	ENSG00000088986_ENSG00000248008
2654	ENSG00000092531_ENSG00000180979
2655	ENSG00000226862_ENSG00000143858
2656	ENSG00000225620_ENSG00000143858
2657	ENSG00000231294_ENSG00000115361
2658	ENSG00000159387_ENSG00000259283
2659	ENSG00000263207_ENSG00000259283
2660	ENSG00000132640_ENSG00000236526
2661	ENSG00000237481_ENSG00000154429
2662	ENSG00000227695_ENSG00000107554
2663	ENSG00000170291_ENSG00000175826
2664	ENSG00000170291_ENSG00000262302
2665	ENSG00000170291_ENSG00000181885
2666	ENSG00000204642_ENSG00000214922
2667	ENSG00000227758_ENSG00000214922
2668	ENSG00000213213_ENSG00000228544
2669	ENSG00000196642_ENSG00000228544
2670	ENSG00000157551_ENSG00000238581
2671	ENSG00000157551_ENSG00000226012
2672	ENSG00000157551_ENSG00000231123
2673	ENSG00000253302_ENSG00000040341
2674	ENSG00000143443_ENSG00000197622
2675	ENSG00000229950_ENSG00000137203
2676	ENSG00000242173_ENSG00000076344
2677	ENSG00000156928_ENSG00000136231
2678	ENSG00000129128_ENSG00000248980
2679	ENSG00000196935_ENSG00000255629
2680	ENSG00000142252_ENSG00000267176
2681	ENSG00000112640_ENSG00000124733
2682	ENSG00000121236_ENSG00000239920
2683	ENSG00000258659_ENSG00000239920
2684	ENSG00000258588_ENSG00000239920
2685	ENSG00000187747_ENSG00000239920
2686	ENSG00000064199_ENSG00000110013
2687	ENSG00000154144_ENSG00000110013
2688	ENSG00000200278_ENSG00000110013
2689	ENSG00000154040_ENSG00000265750
2690	ENSG00000176472_ENSG00000105755
2691	ENSG00000104218_ENSG00000121022
2692	ENSG00000104218_ENSG00000250869
2693	ENSG00000104218_ENSG00000066777
2694	ENSG00000165995_ENSG00000235020
2695	ENSG00000165995_ENSG00000240291
2696	ENSG00000165995_ENSG00000225527
2697	ENSG00000231616_ENSG00000165115
2698	ENSG00000198838_ENSG00000259408
2699	ENSG00000198838_ENSG00000259287
2700	ENSG00000134255_ENSG00000156171
2701	ENSG00000100142_ENSG00000128346
2702	ENSG00000177803_ENSG00000145416
2703	ENSG00000250746_ENSG00000145416
2704	ENSG00000060491_ENSG00000229873
2705	ENSG00000054690_ENSG00000100564
2706	ENSG00000229852_ENSG00000135314
2707	ENSG00000263378_ENSG00000135314
2708	ENSG00000239626_ENSG00000135314
2709	ENSG00000234882_ENSG00000135314
2710	ENSG00000115317_ENSG00000115307
2711	ENSG00000260927_ENSG00000070770
2712	ENSG00000130706_ENSG00000226332
2713	ENSG00000258181_ENSG00000257925
2714	ENSG00000177706_ENSG00000240093
2715	ENSG00000154358_ENSG00000162913
2716	ENSG00000121766_ENSG00000229044
2717	ENSG00000182240_ENSG00000225745
2718	ENSG00000233554_ENSG00000086062
2719	ENSG00000259635_ENSG00000180304
2720	ENSG00000259635_ENSG00000259526
2721	ENSG00000232584_ENSG00000102466
2722	ENSG00000215399_ENSG00000102466
2723	ENSG00000229975_ENSG00000102466
2724	ENSG00000234445_ENSG00000102466
2725	ENSG00000103544_ENSG00000103550
2726	ENSG00000134758_ENSG00000141441
2727	ENSG00000141434_ENSG00000141441
2728	ENSG00000264982_ENSG00000141441
2729	ENSG00000262477_ENSG00000141441
2730	ENSG00000231373_ENSG00000156049
2731	ENSG00000259792_ENSG00000167202
2732	ENSG00000180113_ENSG00000146070
2733	ENSG00000182463_ENSG00000259723
2734	ENSG00000227164_ENSG00000259723
2735	ENSG00000267577_ENSG00000267110
2736	ENSG00000267577_ENSG00000167646
2737	ENSG00000267577_ENSG00000129990
2738	ENSG00000107938_ENSG00000236991
2739	ENSG00000110628_ENSG00000254827
2740	ENSG00000140832_ENSG00000040199
2741	ENSG00000260185_ENSG00000040199
2742	ENSG00000199301_ENSG00000040199
2743	ENSG00000261513_ENSG00000040199
2744	ENSG00000113319_ENSG00000247572
2745	ENSG00000235890_ENSG00000175894
2746	ENSG00000182912_ENSG00000175894
2747	ENSG00000215454_ENSG00000175894
2748	ENSG00000205441_ENSG00000175894
2749	ENSG00000256212_ENSG00000175894
2750	ENSG00000187766_ENSG00000175894
2751	ENSG00000221837_ENSG00000175894
2752	ENSG00000221859_ENSG00000175894
2753	ENSG00000243489_ENSG00000175894
2754	ENSG00000205439_ENSG00000175894
2755	ENSG00000189169_ENSG00000175894
2756	ENSG00000236382_ENSG00000175894
2757	ENSG00000101187_ENSG00000167046
2758	ENSG00000101187_ENSG00000232803
2759	ENSG00000235058_ENSG00000004838
2760	ENSG00000174516_ENSG00000255517
2761	ENSG00000254986_ENSG00000255517
2762	ENSG00000035403_ENSG00000228726
2763	ENSG00000174442_ENSG00000188501
2764	ENSG00000140525_ENSG00000140521
2765	ENSG00000205710_ENSG00000108556
2766	ENSG00000141503_ENSG00000108556
2767	ENSG00000258686_ENSG00000156150
2768	ENSG00000258634_ENSG00000156150
2769	ENSG00000231770_ENSG00000145014
2770	ENSG00000259606_ENSG00000119608
2771	ENSG00000106305_ENSG00000086232
2772	ENSG00000182185_ENSG00000258837
2773	ENSG00000182185_ENSG00000244677
2774	ENSG00000182185_ENSG00000240210
2775	ENSG00000182185_ENSG00000258477
2776	ENSG00000182185_ENSG00000259038
2777	ENSG00000182185_ENSG00000258623
2778	ENSG00000161011_ENSG00000161013
